kelime	sıklık	tür	okunuş	çeviri	seviye
sunset	4405	noun	/ˈsʌnset/	gün batımı	
harassment	4406	noun	/həˈræsməntˌˈhærəsmənt/	taciz	C1
reportedly	4407	adv.	/rɪˈpɔːrtɪdli/	bildirildiğine göre	C1
quote	4408	noun	/kwoʊt/	alıntı	B1
fever	4409	noun	/ˈfiːvər/	ateş	A2
panic	4410	noun	/ˈpænɪk/	panik	B2
charter	4411	noun	/ˈtʃɑːrtər/	kiralama	C1
outlook	4412	noun	/ˈaʊtlʊk/	görünüm	C1
foster	4413	verb	/ˈfɑːstər/	teşvik etmek / evlatlık etmek	C1
comprise	4414	verb	/kəmˈpraɪz/	oluşturmak, meydana getirmek	B2
known	4415	adj.	/noʊn/	bilinen	
Thanksgiving	4416	noun	/'θæŋks,ɡiviŋ; ,θæŋks'ɡ-/	Şükran günü	
short-term	4417	adj.	/ˌʃɔːrt ˈtɜːrm/	kısa vadeli	
shed	4418	verb	/ʃed/	dökmek (gözyaşı vb)	C1
cooperative	4419	adj.	/koʊˈɑːpərətɪv/	kooperatif	C1
alley	4420	noun	/ˈæli/	pasaj, dar sokak	
subsidy	4421	noun	/ˈsʌbsədi/	(destek için) ödenek	C1
secular	4422	adj.	/ˈsekjələr/	laik	C1
aluminum	4423	noun	/əˈluːmɪnəm/	alüminyum	C1
cliff	4424	noun	/klɪf/	uçurum	B2
gram	4425	noun	/ɡræm/	gram	
outline	4426	verb	/ˈaʊtlaɪn/	anahatlarıyla çizmek	B2
mentally	4427	adv.	/ˈmentəli/	zihinsel olarak	
invade	4428	verb	/ɪnˈveɪd/	istila etmek	B2
confrontation	4429	noun	/ˌkɑːnfrənˈteɪʃn/	yüz yüze gelme, yüzleştirme	C1
sacrifice	4430	verb	/ˈsækrɪfaɪs/	kurban	C1
dissolve	4431	verb	/dɪˈzɑːlv/	(sıvıda bir şeyi) çözmek, çözülmek / (evlilik vb. legal anlaşmayı) sona erdirmek	C1
shy	4432	adj.	/ʃaɪ/	utangaç	B1
coin	4433	noun	/kɔɪn/	madeni para	B1
speculation	4434	noun	/ˌspekjuˈleɪʃn/	spekülasyon	B2
creativity	4435	noun	/ˌkriːeɪˈtɪvəti/	yaratıcılık	B2
custody	4436	noun	/ˈkʌstədi/	velayet	C1
interfere	4437	verb	/ˌɪntərˈfɪr/	müdehale etmek	C1
spoon	4438	noun	/spuːn/	kaşık	A2
bee	4439	noun	/biː/	bal arısı	B1
rolling	4440	adj.	/ˈroʊlɪŋ/	yuvarlanma	
interact	4441	verb	/ˌɪntərˈækt/	etkileşime girmek	B2
damn	4442	adj.	/dæm/	lanet	
dam	4443	noun	/dæm/	baraj	C1
unfair	4444	adj.	/ˌʌnˈfer/	haksız	B1
someday	4445	adv.	/ˈsʌmdeɪ/	bir gün	
liquid	4446	noun	/ˈlɪkwɪd/	sıvı	B1
disclose	4447	verb	/dɪsˈkloʊz/	ifşa etmek	C1
mushroom	4448	noun	/ˈmʌʃrʊm; ˈmʌʃruːm/	mantar	
disabled	4449	adj.	/dɪsˈeɪbld/	engelli	B2
counter	4450	verb	/ˈkaʊntər/	tezgah	B2
catalog	4451	noun	/ˈkæt̬·əlˌɑɡ/	katalog	C1
gaze	4452	verb	/ɡeɪz/	gözünü dikmek	C1
publicity	4453	noun	/pʌbˈlɪsəti/	tanıtım	B2
compel	4454	verb	/kəmˈpel/	mecbur etmek, zorunda bırakmak	C1
cease	4455	verb	/siːs/	son vermek	C1
ideal	4456	noun	/aɪˈdiːəl/	ideal, ülkü	B2
decorate	4457	verb	/ˈdekəreɪt/	süslemek	B2
surrounding	4458	adj.	/səˈraʊndɪŋ/	çevreleyen	B2
exclusively	4459	adv.	/ɪkˈskluːsɪvli/	yanlızca, özellikle, münhasıran	C1
bonus	4460	noun	/ˈboʊnəs/	bonus	C1
unprecedented	4461	adj.	/ʌnˈpresɪdentɪd/	benzeri görülmemiş	C1
oversee	4462	verb	/ˌoʊvərˈsiː/	göz kulak olmak, teftiş etmek	C1
touchdown	4463	noun	/ˈtʌtʃdaʊn/	iniş anı (uçak vb.)	
federation	4464	noun	/ˌfedəˈreɪʃn/	federasyon	
aggression	4465	noun	/əˈɡreʃn/	saldırganlık	C1
behalf	4466	prepos.	/bɪˈhæf/	adına	C1
well-known	4467	adj.	/ˌwel ˈnoʊn/	tanınmış	
donation	4468	noun	/doʊˈneɪʃn/	Bağış	B2
desperately	4469	adv.	/ˈdespərətli/	umutsuzca	B2
reward	4470	verb	/rɪˈwɔːrd/	ödüllendirmek	B2
high-tech	4471	adj.	/ˌhaɪ ˈtek/	yüksek teknoloji	
cheat	4472	verb	/tʃiːt/	aldatmak	B1
audio	4473	adj.	/ˈɑː.di.oʊ/	ses	B2
sensation	4474	noun	/senˈseɪʃn/	duygu	C1
entrepreneur	4475	noun	/ˌɑːntrəprəˈnɜːr/	girişimci	B2
proclaim	4476	verb	/prəˈkleɪm/	(halka) duyurmak / kamuya ilan etmek	C1
supplier	4477	noun	/səˈplaɪər/	tedarikçi	
rival	4478	noun	/ˈraɪvl/	rakip	B2
reminder	4479	noun	/rɪˈmaɪndər/	hatırlatıcı	C1
heal	4480	verb	/hiːl/	iyileşmek	B2
case	4481	conj.	/keɪs/	dava	A2
beast	4482	noun	/biːst/	canavar (hayvan)	C1
uncover	4483	verb	/ʌnˈkʌvər/	örtüsünü kaldırmak, açmak (örtü, kapak vb)	
merit	4484	noun	/ˈmerɪt/	liyakat	C1
momentum	4485	noun	/moʊˈmentəm/	itme	C1
stimulate	4486	verb	/ˈstɪmjuleɪt/	uyarmak	B2
rational	4487	adj.	/ˈræʃnəl/	akılcı	C1
columnist	4488	noun	/ˈkɑːləmnɪst/	köşe yazarı	C1
pioneer	4489	noun	/ˌpaɪəˈnɪr/	öncü	C1
biology	4490	noun	/baɪˈɑːlədʒi/	biyoloji	A2
photography	4491	noun	/fəˈtɑːɡrəfi/	fotoğrafçılık	B1
innovative	4492	adj.	/ˈɪnəveɪtɪv/	yenilikçi	B2
purse	4493	noun	/pɜːrs/	el çantası	
franchise	4494	noun	/ˈfræntʃaɪz/	franchise	C1
consent	4495	noun	/kənˈsent/	onay, rıza	C1
outfit	4496	noun	/ˈaʊtfɪt/	kıyafet (takım)	B2
eve	4497	noun	/iːv/	Havva	
spray	4498	noun	/spreɪ/	sprey	
shove	4499	verb	/ʃʌv/	itmek (sert bir şekilde), itişip kakışmak	
fisherman	4500	noun	/ˈfɪʃərmən/	balıkçı	
sensitivity	4501	noun	/ˌsensəˈtɪvəti/	hassasiyet	C1
courtesy	4502	noun	/ˈkɜːrtəsi/	nezaket	C1
stack	4503	noun	/stæk/	yığın	
pork	4504	noun	/pɔːrk/	domuz	
teammate	4505	noun	/ˈtiːmmeɪt/	takım arkadaşı	
instant	4506	adj.	/ˈɪnstənt/	ani	B2
pulse	4507	noun	/pʌls/	nabız	C1
outsider	4508	noun	/ˌaʊtˈsaɪdər/	yabancı	C1
pro	4509	adj.	/proʊ/	profesyonel	
helmet	4510	noun	/ˈhelmɪt/	kask	B2
ladder	4511	noun	/ˈlædər/	merdiven	B2
openly	4512	adv.	/ˈoʊpənli/	açıkça	B2
fierce	4513	adj.	/fɪrs/	sert	C1
bet	4514	noun	/bet/	bahis	B2
required	4515	adj.	/rɪˈkwaɪərd/	gereklidir	
shrink	4516	verb	/ʃrɪŋk/	küçülmek, küçültmek, büzülmek	C1
cute	4517	adj.	/kjuːt/	sevimli	B2
dot	4518	noun	/dɑːt/	nokta	B2
weaken	4519	verb	/ˈwiːkən/	zayıflatmak	C1
filter	4520	noun	/ˈfɪltər/	filtre	C1
worldwide	4521	adv.	/ˌwɜːrldˈwaɪd/	dünya çapında	B1
envision	4522	verb	/ɪnˈvɪʒn/	kafasında canlandırmak	
videotape	4523	noun	/ˈvɪdioʊteɪp/	video kaset	
partial	4524	adj.	/ˈpɑːrʃl/	kısmi	C1
patent	4525	noun	/ˈpætnt; ˈpeɪtnt/	patent	C1
tray	4526	noun	/treɪ/	tepsi	
jungle	4527	noun	/ˈdʒʌŋɡl/	orman (yoğun bitki örtülü)	
classify	4528	verb	/ˈklæsɪfaɪ/	sınıflandırmak	B2
specialty	4529	noun	/ˈspeʃəlti/	uzmanlık	
nasty	4530	adj.	/ˈnæsti/	edepsiz	B2
aisle	4531	noun	/aɪl/	reyon, geçit	
graph	4532	noun	/ɡræf/	grafik	
wound	4533	verb	/wuːnd/	yaralanmak	B2
sexy	4534	adj.	/ˈseksi/	seksi	B2
disturb	4535	verb	/dɪˈstɜːrb/	rahatsız etmek	B2
excessive	4536	adj.	/ɪkˈsesɪv/	aşırı	B2
banker	4537	noun	/ˈbæŋkər/	bankacı	
aid	4538	verb	/eɪd/	(tıbbi) yardım etmek	B2
installation	4539	noun	/ˌɪnstəˈleɪʃn/	Kurulum	B2
swimming	4540	noun	/ˈswɪmɪŋ/	yüzme	A1
placement	4541	noun	/ˈpleɪsmənt/	yerleştirme	B2
attendance	4542	noun	/əˈtendəns/	katılım	C1
informal	4543	adj.	/ɪnˈfɔːrml/	resmi olmayan, gayri resmi	A2
sack	4544	noun	/sæk/	çuval	
flood	4545	verb	/flʌd/	sel basmak	B1
eighth	4546	num.	/eɪtθ/	sekizinci	
premise	4547	noun	/ˈpremɪs/	öncül	C1
grill	4548	noun	/ɡrɪl/	ızgara	
model	4549	verb	/ˈmɑːdl/	modellini yapmak / modellik yapmak	B2
dying	4550	adj.	/ˈdaɪɪŋ/	ölme	
colorful	4551	adj.	/ˈkʌlərfl/	renkli	B2
hockey	4552	noun	/ˈhɑːki/	hokey	A2
backyard	4553	noun	/ˌbækˈjɑːrd/	arka bahçe	
collar	4554	noun	/ˈkɑːlər/	yaka	
breathing	4555	noun	/ˈbriːðɪŋ/	nefes almak	B1
logical	4556	adj.	/ˈlɑːdʒɪkl/	mantıklı	B2
lightning	4557	noun	/ˈlaɪtnɪŋ/	şimşek	
dried	4558	adj.	/draɪd/	kurutulmuş	
discount	4559	noun	/ˈdɪskaʊnt/	indirim	B2
sole	4560	adj.	/soʊl/	Tek	C1
boast	4561	verb	/boʊst/	övünmek	C1
tag	4562	noun	/tæɡ/	etiket	B2
sibling	4563	noun	/ˈsɪblɪŋ/	kardeş	B2
stove	4564	noun	/stoʊv/	soba	A2
trainer	4565	noun	/ˈtreɪnər/	eğitimci	B1
vertical	4566	adj.	/ˈvɜːrtɪkl/	dikey	B2
added	4567	adj.	/ˈædɪd/	katma	
marketplace	4568	noun	/ˈmɑːrkɪtpleɪs/	pazar yeri	C1
cure	4569	verb	/kjʊr/	iyileştirmek	B2
curiosity	4570	noun	/ˌkjʊriˈɑːsəti/	merak	C1
organizational	4571	adj.	/ˌɔːrɡənəˈzeɪʃənl/	örgütsel	C1
shrimp	4572	noun	/ʃrɪmp/	karides	
inherit	4573	verb	/ɪnˈherɪt/	miras almak	B2
color	4574	verb	/ˈkʌlər/	renk vermek	A1
distract	4575	verb	/dɪˈstrækt/	dikkati dağıtmak	B2
isolated	4576	adj.	/ˈaɪsəleɪtɪd/	yalıtılmış	B2
planner	4577	noun	/ˈplænər/	planlayıcı	
supposedly	4578	adv.	/səˈpoʊzɪdli/	sözde	C1
likewise	4579	adv.	/ˈlaɪkwaɪz/	aynı şekilde	B2
monkey	4580	noun	/ˈmʌŋki/	maymun	A2
toll	4581	noun	/toʊl/	Geçiş ücreti	C1
embarrassed	4582	adj.	/ɪmˈbærəst/	mahçup	B1
deliberately	4583	adv.	/dɪˈlɪbərətli/	kasten	B2
bicycle	4584	noun	/ˈbaɪsɪkl/	bisiklet	A1
stance	4585	noun	/stæns/	duruş	B2
orbit	4586	noun	/ˈɔːrbɪt/	yörünge	
hormone	4587	noun	/ˈhɔːrmoʊn/	hormon	
depressed	4588	adj.	/dɪˈprest/	bunalımlı	B2
organism	4589	noun	/ˈɔːrɡənɪzəm/	organizma	
deploy	4590	verb	/dɪˈplɔɪ/	dağıtmak	C1
strictly	4591	adv.	/ˈstrɪktli/	kesinlikle	B2
deem	4592	verb	/diːm/	zannetmek	C1
eyebrow	4593	noun	/ˈaɪbraʊ/	kaş	
legally	4594	adv.	/ˈliːɡəli/	yasal olarak	
puzzle	4595	noun	/ˈpʌzl/	bulmaca	B2
icon	4596	noun	/ˈaɪkɑːn/	simge	B2
pat	4597	verb	/pæt/	okşamak	
closest	4598	adj.	/klosɪst/	en yakın	
sneak	4599	verb	/sniːk/	gizlice sokulmak	
fleet	4600	noun	/fliːt/	filo	C1
conservation	4601	noun	/ˌkɑːnsərˈveɪʃn/	muhafaza, himaye	B2
supportive	4602	adj.	/səˈpɔːrtɪv/	destekleyici	C1
comparable	4603	adj.	/ˈkɑːmpərəbl/	karşılaştırılabilir	C1
texture	4604	noun	/ˈtekstʃər/	doku	C1
access	4605	verb	/ˈækses/	erişim	B1
striking	4606	adj.	/ˈstraɪkɪŋ/	dikkat çekici	B2
associate	4607	adj.	/əˈsoʊsieɪt; əˈsoʊʃieɪt/	iş arkadaşı	B2
Christianity	4608	noun	/ˌkrɪstiˈænəti/	Hristiyanlık	
dip	4609	verb	/dɪp/	daldırmak	C1
disappointment	4610	noun	/ˌdɪsəˈpɔɪntmənt/	hayal kırıklığı	B2
sleeve	4611	noun	/sliːv/	elbise kolu	
socially	4612	adv.	/ˈsoʊʃəli/	sosyal olarak	
wheat	4613	noun	/wiːt/	buğday	B2
chunk	4614	noun	/tʃʌŋk/	yığın	C1
two-thirds	4615	num.	/,tu:'θə:dz/	üçte ikisi	
pile	4616	verb	/paɪl/	yığmak	B2
refuge	4617	noun	/ˈrefjuːdʒ/	iltica / sığınak	C1
blank	4618	adj.	/blæŋk/	boşluk	A2
unfold	4619	verb	/ʌnˈfoʊld/	(katlanmış bir şeyi) açmak	B2
considerably	4620	adv.	/kənˈsɪdərəbli/	önemli ölçüde	B2
frontier	4621	noun	/frʌnˈtɪr/	hudut, hudut bölgesi, sınır	
faster	4622	adj.	/'fastə/	daha hızlı	
suspicious	4623	adj.	/səˈspɪʃəs/	şüpheli	C1
conception	4624	noun	/kənˈsepʃn/	gebe kalma	C1
feather	4625	noun	/ˈfeðər/	kuş tüyü	B2
elephant	4626	noun	/ˈelɪfənt/	fil	A1
rain	4627	verb	/reɪn/	yağmak	A1
cure	4628	noun	/kjʊr/	tedsvi, çare	B2
near	4629	adv.	/nɪr/	yakın	A1
intellectual	4630	noun	/ˌɪntəˈlektʃuəl/	entelektüel	C1
textbook	4631	noun	/ˈtekstbʊk/	ders kitabı	B2
joke	4632	verb	/dʒoʊk/	şaka	A2
glimpse	4633	noun	/ɡlɪmps/	anlık bakış	C1
inevitably	4634	adv.	/ɪnˈevɪtəbli/	kaçınılmaz olarak	B2
triumph	4635	noun	/ˈtraɪʌmf/	zafer	C1
plunge	4636	verb	/plʌndʒ/	suya dalmak	C1
sphere	4637	noun	/sfɪr/	küre	C1
hunger	4638	noun	/ˈhʌŋɡər/	açlık	B2
density	4639	noun	/ˈdensəti/	yoğunluk	C1
cheer	4640	verb	/tʃɪr/	neşelendirmek	B2
balanced	4641	adj.	/ˈbælənst/	dengeli	B2
protocol	4642	noun	/ˈproʊtəkɑːl/	protokol	C1
part	4643	prepos.	/pɑːrt/	Bölüm	A1
legislator	4644	noun	/ˈledʒɪsleɪtər/	yasa koyucu	
auction	4645	noun	/ˈɑːk.ʃən/	açık arttırma	C1
equality	4646	noun	/iˈkwɑːləti/	eşitlik	C1
risky	4647	adj.	/ˈrɪski/	riskli	B2
cemetery	4648	noun	/ˈseməteri/	mezarlık	C1
builder	4649	noun	/ˈbɪldər/	inşaatçı	
awake	4650	adj.	/əˈweɪk/	uyanık	
retailer	4651	noun	/ˈriːteɪlər/	perakendeci, toptancı	
debut	4652	noun	/deɪˈbjuː/	ilk çıkış (sahneye, toplum önüne)	C1
tighten	4653	verb	/ˈtaɪtn/	sıkmak, sıkılaştırmak	C1
spare	4654	verb	/sper/	esirgemek	C1
compromise	4655	verb	/ˈkɑːmprəmaɪz/	anlaşmaya varmak	C1
constraint	4656	noun	/kənˈstreɪnt/	kısıtlama	C1
compliance	4657	noun	/kəmˈplaɪəns/	<div><div><div><div><div><div>(kural, koşul vb.ye) bağlı kalmak, uymak.</div></div></div></div></div></div>	C1
sponsor	4658	noun	/ˈspɑːnsər/	sponsor	B2
emerging	4659	adj.	/ɪˈmɜːrdʒɪŋ/	yeni oluşmuş, yakın zamanda ortaya çıkmış	
this	4660	adv.	/ðɪs/	böylesine	B1
elaborate	4661	adj.	/ɪˈlæbərət; ɪˈlæbəreɪt; ɪˈlæbərɪt/	ayrıntılı, özenle hazırlanmış	C1
atop	4662	prepos.	/əˈtɑːp/	üstüne	
chew	4663	verb	/tʃuː/	çiğnemek	
similarity	4664	noun	/ˌsɪməˈlærəti/	benzerlik	B1
pencil	4665	noun	/ˈpensl/	kalem	A1
calculation	4666	noun	/ˌkælkjuˈleɪʃn/	hesaplama	C1
tolerance	4667	noun	/ˈtɑːlərəns/	hata payı	C1
astronomer	4668	noun	/əˈstrɑːnəmər/	astronom	
bulk	4669	noun	/bʌlk/	toplu	C1
arm	4670	verb	/ɑːrm/	silahlandırmak	A1
interval	4671	noun	/ˈɪntərvl/	aralık, zaman aralığı	B2
notebook	4672	noun	/ˈnoʊtbʊk/	not defteri	B2
genre	4673	noun	/ˈʒɑːnrə/	Tür	B2
likelihood	4674	noun	/ˈlaɪklihʊd/	olasılık	C1
liberal	4675	noun	/ˈlɪbərəl/	liberal	C1
streak	4676	noun	/striːk/	ince çizgi / huy	
rib	4677	noun	/rɪb/	kaburga	
scent	4678	noun	/sent/	koku, hoş koku	
validity	4679	noun	/vəˈlɪdəti/	geçerlilik	C1
grin	4680	noun	/ɡrɪn/	sırıtış	C1
steer	4681	verb	/stɪr/	yönlendirmek	C1
intact	4682	adj.	/ɪnˈtækt/	bozulmamış,&nbsp;el değmemiş, zarar görmemiş	C1
shark	4683	noun	/ʃɑːrk/	köpek balığı	
programming	4685	noun	/ˈproʊɡræmɪŋ/	programlama	B2
dumb	4686	adj.	/dʌm/	aptal	C1
formerly	4687	adv.	/ˈfɔːrmərli/	vakti zamanında	B2
squad	4688	noun	/skwɑːd/	Tayfa	C1
comply	4689	verb	/kəmˈplaɪ/	uymak	C1
debris	4690	noun	/dəˈbriː/	enkaz, moloz	C1
peasant	4691	noun	/ˈpeznt/	köylü	C1
outlet	4692	noun	/ˈaʊtlet/	çıkış ağzı	C1
chase	4693	noun	/tʃeɪs/	kovalamaca	B2
neat	4694	adj.	/niːt/	düzenli	B1
valid	4695	adj.	/ˈvælɪd/	geçerli	B2
kingdom	4696	noun	/ˈkɪŋdəm/	krallık	C1
solely	4697	adv.	/ˈsoʊlli/	yalnızca	C1
eligible	4698	adj.	/ˈelɪdʒəbl/	 <span style="-webkit-tap-highlight-color: rgba(0, 0, 0, 0);">uygun kimse, elverişli&nbsp;</span><br>	C1
regret	4699	verb	/rɪˈɡret/	pişmanlık	B2
municipal	4700	adj.	/mjuːˈnɪsɪpl/	belediye	C1
strain	4701	verb	/streɪn/	Gerginlik	C1
deposit	4702	noun	/dɪˈpɑːzɪt/	depozito, emanet	B2
transport	4703	verb	/ˈtrænspɔːrt/	nakil etmek	B1
dough	4704	noun	/doʊ/	hamur	
lid	4705	noun	/lɪd/	kapak	
voluntary	4706	adj.	/ˈvɑːlənteri/	gönüllü	B2
journalism	4707	noun	/ˈdʒɜːrnəlɪzəm/	gazetecilik	B2
any	4708	adv.	/ˈeni/	herhangi	A2
impulse	4709	noun	/ˈɪmpʌls/	dürtü	
policeman	4710	noun	/pəˈliːsmən/	polis	A1
objection	4711	noun	/əbˈdʒekʃn/	itiraz	C1
thrive	4712	verb	/θraɪv/	çok iyi gelişmek/büyümek	C1
privately	4713	adv.	/ˈpraɪvətli/	özel olarak	
cling	4714	verb	/klɪŋ/	sarılmak (sıkı sıkı), yapışmak	C1
halfway	4715	adv.	/ˌhæfˈweɪ/	yarı yolda	C1
unhappy	4716	adj.	/ʌnˈhæpi/	mutsuz	A2
rally	4717	noun	/ˈræli/	ralli	C1
scratch	4718	verb	/skrætʃ/	kaşımak	
robot	4719	noun	/ˈroʊbɑːt/	robot	B1
conversion	4720	noun	/kənˈvɜːrʒn/	dönüşüm, dönüştürme	C1
supermarket	4721	noun	/ˈsuːpərmɑːrkɪt/	süpermarket	A1
blink	4722	verb	/blɪŋk/	göz kırpmak	
philosophical	4723	adj.	/ˌfɪləˈsɑːfɪkl/	felsefi	C1
happily	4724	adv.	/ˈhæpɪli/	mutlulukla	A2
thread	4725	noun	/θred/	iplik	C1
allegedly	4726	adv.	/əˈledʒɪdli/	iddiaya göre	C1
ash	4727	noun	/æʃ/	kül	C1
dynamics	4728	noun	/daɪˈnæmɪks/	dinamikler	
denial	4729	noun	/dɪˈnaɪəl/	inkar	C1
riot	4730	noun	/ˈraɪət/	isyan	C1
soar	4731	verb	/sɔːr/	(bir yer üzerinde/ bir yerde) yükselmek	C1
mentor	4732	noun	/ˈmentɔːr/	akıl hocası	C1
beard	4733	noun	/bɪrd/	sakal	
widow	4734	noun	/ˈwɪdoʊ/	dul	C1
offender	4735	noun	/əˈfendər/	fail, suçlu	B2
landmark	4736	noun	/ˈlændmɑːrk/	dönüm noktası	C1
apart	4737	prepos.	/əˈpɑːrt/	ayrı	B1
instant	4738	noun	/ˈɪnstənt/	ani	B2
routinely	4739	adv.	/ruːˈtiːnli/	rutin olarak	
butt	4740	noun	/bʌt/	popo	
forbid	4741	verb	/fərˈbɪd/	yasaklamak	B2
bomb	4742	verb	/bɑːm/	patlamak	B1
migration	4743	noun	/maɪˈɡreɪʃn/	göç	C1
carrot	4744	noun	/ˈkærət/	havuç	A1
harmony	4745	noun	/ˈhɑːrməni/	uyum	C1
downtown	4746	adv.	/ˌdaʊnˈtaʊn/	şehir merkezi	A2
brutal	4747	adj.	/ˈbruːt(ə)l/	vahşi, gaddar, acımasız&nbsp;	C1
prevail	4748	verb	/prɪˈveɪl/	üstün gelmek, galip gelmek	C1
weed	4749	noun	/wiːd/	esrar	C1
exhaust	4750	verb	/ɪɡˈzɑːst/	egzoz	
pasta	4751	noun	/ˈpɑːstə/	makarna	
distinctive	4752	adj.	/dɪˈstɪŋktɪv/	ayırt edici	C1
fraction	4753	noun	/ˈfrækʃn/	kesir	B2
remark	4754	verb	/rɪˈmɑːrk/	yeniden belirtmek	B2
emotionally	4755	adv.	/ɪˈmoʊʃənəli/	duygusal olarak	B2
poke	4756	verb	/poʊk/	dürtmek	
guarantee	4757	noun	/ˌɡærənˈtiː/	garanti	B2
dancing	4758	noun	/ˈdænsɪŋ/	dans	A1
trouble	4759	verb	/ˈtrʌbl/	sorun çıkarmak	B2
freshman	4760	noun	/ˈfreʃmən/	birinci sınıf öğrencisi	C1
suitable	4761	adj.	/ˈsuːtəbl/	uygun	B1
youngster	4762	noun	/ˈjʌŋstər/	genç	
slavery	4763	noun	/ˈsleɪvəri/	kölelik	C1
balloon	4764	noun	/bəˈluːn/	balon	B2
opt	4765	verb	/ɑːpt/	tercih	C1
crowded	4766	adj.	/ˈkraʊdɪd/	kalabalık	A2
liver	4767	noun	/ˈlɪvər/	karaciğer	C1
listener	4768	noun	/ˈlɪsənər/	dinleyici	A2
calm	4769	adj.	/kɑːm/	sakin	B1
ironically	4770	adv.	/aɪˈrɑːnɪkli/	ironik olarak	C1
affirmative	4771	adj.	/əˈfɜːrmətɪv/	olumlu	
commodity	4772	noun	/kəˈmɑːdəti/	emtia	C1
fur	4773	noun	/fɜːr/	kürk	B1
freely	4774	adv.	/ˈfriːli/	özgürce	B2
light	4775	prepos.	/laɪt/	ışık	A2
removal	4776	noun	/rɪˈmuːvl/	kaldırma	C1
regard	4777	noun	/rɪˈɡɑːrd/	saygınlık	B2
round	4778	verb	/raʊnd/	yuvarlamak (sayıyı vb.)	B2
goat	4779	noun	/goʊt/	keçi	
shareholder	4780	noun	/ˈʃerhoʊldər/	hissedar	
expedition	4781	noun	/ˌekspəˈdɪʃn/	sefer	B2
loyal	4782	adj.	/ˈlɔɪəl/	sadık	B2
conscience	4783	noun	/ˈkɑːnʃəns/	vicdan	C1
fragile	4784	adj.	/ˈfrædʒl/	kırılgan	C1
calendar	4785	noun	/ˈkælɪndər/	takvim	
mineral	4786	noun	/ˈmɪnərəl/	mineral	B2
coming	4787	adj.	/ˈkʌmɪŋ/	gelen	
circle	4788	verb	/ˈsɜːrkl/	çevrelemek, etrafını dönmek	A2
fare	4789	noun	/fer/	Ücret	B2
blessing	4790	noun	/ˈblesɪŋ/	nimet	C1
liberation	4791	noun	/ˌlɪbəˈreɪʃn/	kurtuluş, özgürleşme	C1
steak	4792	noun	/steɪk/	Biftek	
liquid	4793	adj.	/ˈlɪkwɪd/	sıvı	B1
ecological	4794	adj.	/ˌiːkəˈlɑːdʒɪkl/	ekolojik	C1
banana	4795	noun	/bəˈnænə/	muz	A1
catch	4796	noun	/kætʃ/	tutma	B2
steadily	4797	adv.	/ˈstedəli/	durmadan, sürekli bir biçimde	B2
blast	4798	noun	/blæst/	büyük patlama	C1
nonprofit	4799	adj.	/ˌnɑːnˈprɑːfɪt/	kar amacı gütmeyen	C1
mobile	4800	adj.	/ˈmoʊbl/	mobil	C1
straw	4801	noun	/strɑː/	Saman	
projection	4802	noun	/prəˈdʒekʃn/	projeksiyon	C1
rubber	4803	adj.	/ˈrʌbər/	lastik	B2
overnight	4804	adv.	/ˌoʊvərˈnaɪt/	bir gecede	B2
neighboring	4805	adj.	/ˈneɪbərɪŋ/	komşu	C1
enact	4806	verb	/ɪˈnækt/	kanunlaştırmak, yasalaştırmak / sahnelemek	C1
favorable	4807	adj.	/ˈfeɪvərəbl/	elverişli	C1
severely	4808	adv.	/sɪˈvɪrli/	şiddetli bir biçimde	B2
demographic	4809	adj.	/ˌdeməˈɡræfɪk/	demografik, nüfus istatistiklerine göre&nbsp;	
terrain	4810	noun	/təˈreɪn/	arazi	C1
explicit	4811	adj.	/ɪkˈsplɪsɪt/	açık	C1
integrated	4812	adj.	/ˈɪntɪɡreɪtɪd/	Birleşik	C1
terribly	4813	adv.	/ˈterəbli/	korkunç	B2
veteran	4814	adj.	/ˈve.t̬ɚ.ən/	emekli asker /&nbsp;emektar	C1
level	4815	adj.	/ˈlevl/	seviyeli	B2
sofa	4816	noun	/ˈsoʊfə/	divan, kanepe	
screw	4817	verb	/skruː/	vidalamak	C1
shield	4818	noun	/ʃiːld/	kalkan	
invention	4819	noun	/ɪnˈvenʃn/	icat	A2
Iraqi	4820	noun	/ɪˈrɑːkiˌɪˈræki/	Irak	
perceived	4821	adj.	/pə'sivd/	algılanan	
leave	4822	noun	/liːv/	ayrılma, müsaade	B2
cruel	4823	adj.	/ˈkruːəl/	zalim	B1
bomber	4824	noun	/ˈbɑːmər/	bombacı	
provoke	4825	verb	/prəˈvoʊk/	kışkırtmak	C1
autonomy	4826	noun	/ɔːˈtɑːnəmi/	özerklik, bağımsızlık	C1
publishing	4827	noun	/ˈpʌblɪʃɪŋ/	yayıncılık	B2
retreat	4828	noun	/rɪˈtriːt/	inziva, sığınak	C1
theology	4829	noun	/θiˈɑːlədʒi/	ilahiyat	C1
substantially	4830	adv.	/səbˈstænʃəli/	esasen	C1
mansion	4831	noun	/ˈmænʃn/	konak	
developmental	4832	adj.	/dɪˌveləpˈmentl/	gelişimsel	
one-third	4833	num.	/IPA/	üçte bir	
transmit	4834	verb	/trænzˈmɪtˌtrænsˈmɪt/	iletmek	B2
contemplate	4835	verb	/ˈkɑːntəmpleɪt/	düşünüp taşınmak	C1
authorize	4836	verb	/ˈɑː.θɚ.aɪz/	yetki vermek	C1
mathematics	4837	noun	/ˌmæθəˈmætɪks/	matematik	A2
